id	status	priority	kind	title	evidence
uiux-F9	DONE	high	research-insight	Streak forgiveness: capped + auto-applied + retroactively-visible is practice-validated; earned-only is a design choice, not evidence	#573 CLOSED. supabase/migrations/20260726190000_streak_forgiveness.sql: inventory capped at 2 (CHECK constraint), freezes consumed server-side automatically across all 3 streak writers (award_xp/award_community_xp/get_daily_quest_state via shared SECURITY DEFI
uiux-F10	DONE	launch-critical	research-insight	Retention beats acquisition ~5x — the dashboard resume surface is the product's most valuable screen	#551 and #563 CLOSED. apps/web/src/app/[locale]/(platform)/dashboard/page.tsx line 103: 'Hero Continue card — deep link to the next incomplete lesson (LX-B2)' rendering components/dashboard/continue-card.tsx as the hero, with the due-review strip beneath — not
uiux-F11	DONE	medium	research-insight	Celebration calibration: restrain game elements; encouragement-when-struggling; biggest animations tiered to rare events	#549 CLOSED. apps/web/src/lib/gamification/celebration.ts: CELEBRATION_TIERS — lesson/challenge complete = none (calm checkmark), level-up = popup, deploy = medium (single confetti), credential-mint = full; confetti only at deploy + mint per §3.8. Struggling-e
uiux-F12	PARTIAL	low	research-insight	Notifications (future): template rotation with recency penalty, ~23.5h timing, streak-saver first	Email HAS shipped: #769 CLOSED (Resend integration), apps/web/src/lib/email/{resend,campaign,templates}.ts + /api/admin/email/announce-course — but it is marketing/announcement only (new-course announcements, LGPD unsubscribe). || REMAINS: No engagement/re-eng
uiux-F13	PARTIAL	high	research-insight	Parsons problems are a legitimate full ladder rung (~35% less time, equal learning/retention) for adult intro-CS learners	#577 CLOSED (Parsons block type + ladder rungs + segment entry). parsons-block.tsx: paired-distractor grouping via pairedWith with shared symmetric markers (explicitly 'NOT colour-only'), indentation rendered as indent guides in monospace pre; lib/grading/grad
uiux-F14	DONE	medium	research-insight	In-workspace unsolicited scaffold beats text hints for low-prior learners — domain-transfer bet, ship as experiment	#576 CLOSED. challenge-interface.tsx: stuck-nudge reveals authored hints one at a time in-editor (in the challenge workspace, not a chat bubble — works even while the AI pane is suppressed); instrumented as an experiment: trackStuckNudgeShown/trackStuckNudgeAc
uiux-F15	DONE	medium	research-insight	Time-on-task stuck triggers change behavior (not proven outcomes) — tune conservatively (≥1.5x median or N failures), never first attempt	Trigger is N-failed-runs only: nudgeVisible requires consecutiveFails >= ENCOURAGEMENT_THRESHOLD (3), so it can never fire on a first attempt. The time-on-task median arm was deliberately excluded for v1 (unified spec §44b: 'There are no medians at launch... v
uiux-F16	DONE	medium	research-insight	Test-output display: visible-test order, first failure emphasized, test code + human message together, output capped — adopt as convention, not scienc	#555 CLOSED. apps/web/src/components/editor/output-panel.tsx: OUTPUT_CAP_CHARS=10_000 with truncation, first-failure auto-expand in visible-test order with code comment explicitly labeling it '(Exercism convention)', test-code pane rendered together with the h
uiux-F17	DONE	launch-critical	research-insight	Expert-authored per-test failure messages beat GPT-4 and stock — failure pedagogy belongs in the content schema, not the AI	#575 CLOSED. packages/content-schema/src/blocks/code.ts:30 — TestCase.failureMessage (authorable, 1-300 chars, per test case), rendered in output-panel.tsx next to the failing test; unified spec explicitly forbids LLM auto-explanation of failures and none ship
uiux-F18	DONE	launch-critical	research-insight	Unrestricted GenAI widens the novice gap — assistant must be pipeline-guardrailed (no solution code); retrieval close stays AI-free	#592 CLOSED (tutorNotes populated + read by /api/ai/partner/route.ts into the prompt). lib/ai/partner-prompt.ts enforces tutor-mode at the pipeline level: propose = fewest minimal edits, 'never the whole file', mandatory 3-option comprehension check, no prose 
uiux-F19	SUPERSEDED	medium	research-insight	Open-book solution viewing: soft-gate (log, reduce attempt XP, reschedule into review), never Codewars-style permanent forfeit	Machinery shipped per #582 (CLOSED): /api/lessons/reveal-solution logs and reschedules via scheduleReviewItem into the spaced-review queue, solution_revealed analytics event, no permanent forfeit. But two later decisions moot the done-when: (1) unified spec it
uiux-F20	PARTIAL	medium	research-insight	Monaco accessibility requires integrator work: Ctrl+M tab-escape surfaced, F8/Shift+F8 diagnostics, NVDA floor	#568 CLOSED via PR #639 (merged): platform-aware escape-chord affordance (Ctrl+M Win/Linux, Ctrl+Shift+M macOS via tabFocusModeChord), F8/Shift+F8 marker navigation confirmed working against configured diagnostics, ariaLabel + localized a11y.editorKeyboardHint
uiux-F21	PARTIAL	medium	research-insight	Mobile scope: subset only — prose/video/quiz + touch Parsons + review queue; Monaco stays desktop with handoff	Mobile subset largely serves: block renderers are responsive, Parsons is touch/button-operable, and Review is in components/layout/mobile-bottom-nav.tsx ('the mobile-first retrieval surface', /review slot) alongside sidebar.tsx per the both-navs rule. || REMAI
uiux-F22	SUPERSEDED	medium	research-insight	Syntax color alone doesn't teach — lesson code blocks need numbered line-anchored callouts (subgoal-label pattern)	No renderer/schema callout feature exists (searched callout/annotation/subgoal across packages/content-schema/src, all lesson block renderers, and components — only an unrelated 'error callout' comment in generic-program-explorer.tsx; no GitHub issue matches '
uiux-F23	DONE	high	research-insight	Keep courses short, everything auto-graded, front-load module-1 quality; do NOT use per-week planning constants	Catalog spec #548 MERGED and finalized to 4 live courses C2-C5: lesson counts derived from material not templates (explicitly rejects the slot-inherited 16 → re-derived 15, kills the 4/4/4/4 grid), everything auto-graded (code/quiz/parsons graders in lib/gradi
uiux-F24	DONE	high	research-insight	Choice overload is conditional (CONFIRMED): beginners get a recommended track with one highlighted start; experts get the full filterable catalog	#566 CLOSED (/start intake + segment state). lib/courses/learner-segment.ts: SEGMENT_PATH_MODALITY — segment 3 (beginner) = 'fixed' (later courses locked, high guidance), segment 1 = 'guided-skip', segment 2 (web3 dev) = 'open'; PathsView renders one highlight
uiux-F25	PARTIAL	medium	research-insight	Placement + test-out mechanics: scratch-vs-placement at start, skipped lessons stay reviewable, mid-course skip one unit at a time — adopt as conventi	Test-out shipped: apps/web/src/lib/courses/test-out.ts (LX-A5, 10-q/80% course challenge), /courses/[slug]/test-out page + batch-complete.ts (PR #730, issue #578 CLOSED); skipped/completed lessons stay openable — PR #636 'course-detail linear-path view — every
uiux-F26	PARTIAL	high	research-insight	Never make a bare self-report dropdown the only level selector — pair segment self-ID with optional 2-min placement challenge + observable signals	No dropdown anywhere: /start intake (lib/onboarding/intake.ts) is tap-only verifiable-history statements ('have you shipped X'), comment explicitly 'never a self-rating (S10)'; routing via EXPERIENCE_TO_SEGMENT. Optional placement challenge exists as the segme
uiux-F27	PARTIAL	medium	research-insight	Path anatomy: strictly sequential concept-course→guided-project pairs, solo portfolio project mid-path, capstone penultimate, one fork max	Sequential spine exists: paths.json path-zero-to-deployed = rust-for-program-devs → building-first-program → dapp-sdk-kit → stablecoin-payments; linear one-active-next-node view merged (PR #636 LX-B14); boot.dev appears in docs only as bounded first-party data
uiux-F28	DONE	high	research-insight	Capstone = embedded auto-test suite with published artifact: live checklist, submit devnet program address, verify on-chain, then mint credential	Credential mint is gated on a verified devnet deploy: lib/credentials/capstone-gate.ts (LX-E2, fail-closed, withholds until a verified deployed_programs row for lesson-bfsp-m4-capstone); only write path /api/deploy/save verifies on-chain via lib/solana/verify-
uiux-F29	PARTIAL	launch-critical	research-insight	Return-visit IA: home IS the path; spaced review needs a permanent auto-fed top-level nav home with quests deep-linking into it	'Review' is primary nav: components/layout/sidebar.tsx:28 and mobile-bottom-nav.tsx:17 both carry /review (PR #709, #571 CLOSED); auto-fed by mistakes: captureReviewFailure in /api/lessons/complete enqueues wrong-quiz + failed-challenge lessons via schedule_re
uiux-F30	PARTIAL	low	research-insight	Per-skill mastery states linked to gains — surface per-lesson skill tags as a mastery panel driven by challenge/review performance	Dashboard mastery panel shipped: components/dashboard/mastery-panel.tsx rendered in dashboard/page.tsx (LX-B16), driven by lib/gamification/mastery.ts over per-lesson skill tags (#498 MERGED, PR #692 'surprise XP bonuses + skill mastery panel'); profile shows 
uiux-F31	PARTIAL	medium	research-insight	Streak is an engagement device with known failure modes, not a learning instrument — keep it, restate post-lesson, never cite the 3.6x marketing figur	3.6x hygiene holds: only mention is learning-experience-research.md:93 which flags it as 'unverifiable company numbers with selection confounds' — never cited as fact (grep '3.6' across docs+src). Streak demoted from launch prominence (PR #626 LX-B13); freezes
uiux-F32	PARTIAL	high	research-insight	Raw daily streak counters drive pathological developer behavior (CONFIRMED) — weekly-cadence option + heat-map framed as record, not obligation	Failure-mode mitigations shipped: streak freezes (en.json streakFrozenDay/streakFreezesRemaining), streak prominence demotion (PR #626 LX-B13), activity grid framed as neutral record ('Activity', no obligation copy) in dashboard-identity-panel.tsx; a 'weekly-c
uiux-F33	DONE	high	research-insight	Absolute-rank leaderboards have confirmed evidence against (coasting + need-frustration) — use nearby-rank, matched cohorts, regular resets	leaderboard-client.tsx: 'League (cohort) board — the primary view' vs 'Global board — demoted secondary view' (source comments, lines 161/247); weekly matched cohorts with you-±3 dashboard strip (PR #734 / #574 CLOSED, cohort-strip.tsx, cohort-row.tsx); regula
uiux-F34	DONE	high	research-insight	XP displayed as competence progress ('320/500 to Level 5', tabular figures) — never a balance, no coin iconography, no spend	Competence frame everywhere: en.json profile.xpToLevel 'XP to Lv. {level}' (pt-BR 'XP para Nv. {level}'), xpToNextLevel in profile-hero-panel.tsx + dashboard-identity-panel.tsx; PR #641 'XP competence-framing copy audit (LX-B10)' MERGED; mastery.ts docstring: 
uiux-F35	DONE	launch-critical	research-insight	One-click prefilled LinkedIn credential sharing causally raised employment (bounded per UIU-02) — the standout outcome-linked finding for Brazil-first	lib/credentials/share.ts buildLinkedInAddToProfileUrl — prefilled Add-to-Profile deep link (name/org/issueYear/issueMonth/certUrl/certId), rendered on /certificates/[id] (PR #629 LX-E3, #552 CLOSED with owner decision: profile-entry only, no share-post URL); c
uiux-F36	PARTIAL	medium	research-insight	Social features: selective only — contextual 'Discuss this lesson' deep-links + completion counts; no cohort chat in v1	Lesson-contextual discussion shipped: per-lesson discussion modal + list + create-thread deep-linking into the community forum (lesson-client.tsx, #770 merged); no cohort chat exists (community is an async thread forum — matches the 'no cohort chat in v1' cons
